year,district,variety,Date,month,modal_price
2014,Rajkot,Other,04/08/2014,8,4400
2014,Rajkot,Other,05/08/2014,8,4400
2014,Rajkot,Other,06/08/2014,8,4400
2014,Rajkot,Other,07/08/2014,8,4400
2014,Rajkot,Other,08/08/2014,8,4400
2014,Rajkot,Other,09/08/2014,8,4400
2014,Rajkot,Other,10/08/2014,8,4400
2014,Rajkot,Other,11/08/2014,8,4400
2014,Rajkot,Other,12/08/2014,8,4400
2014,Rajkot,Other,13/08/2014,8,4400
2014,Rajkot,Other,14/08/2014,8,4400
2014,Rajkot,Other,15/08/2014,8,4400
2014,Rajkot,Other,16/08/2014,8,4400
2014,Rajkot,Other,17/08/2014,8,4400
2014,Rajkot,Other,18/08/2014,8,4400
2014,Rajkot,Other,19/08/2014,8,4400
2014,Rajkot,Other,20/08/2014,8,4400
2014,Rajkot,Other,21/08/2014,8,4400
2014,Rajkot,Other,22/08/2014,8,4400
2014,Rajkot,Other,23/08/2014,8,4400
2014,Rajkot,Other,24/08/2014,8,4400
2014,Rajkot,Other,25/08/2014,8,4400
2014,Rajkot,Other,26/08/2014,8,4400
2014,Rajkot,Other,27/08/2014,8,4400
2014,Rajkot,Other,28/08/2014,8,4400
2014,Rajkot,Other,29/08/2014,8,4400
2014,Rajkot,Other,30/08/2014,8,4400
2014,Rajkot,Other,31/08/2014,8,4400
2014,Rajkot,Other,01/09/2014,9,4400
2014,Rajkot,Other,02/09/2014,9,4400
2014,Rajkot,Other,03/09/2014,9,4400
2014,Rajkot,Other,04/09/2014,9,900
2014,Rajkot,Other,05/09/2014,9,800
2014,Rajkot,Other,06/09/2014,9,800
2014,Rajkot,Other,07/09/2014,9,800
2014,Rajkot,Other,08/09/2014,9,800
2014,Rajkot,Other,09/09/2014,9,4200
2014,Rajkot,Other,10/09/2014,9,4300
2014,Rajkot,Other,11/09/2014,9,4300
2014,Rajkot,Other,12/09/2014,9,4000
2014,Rajkot,Other,13/09/2014,9,4800
2014,Rajkot,Other,14/09/2014,9,4800
2014,Rajkot,Other,15/09/2014,9,4300
2014,Rajkot,Other,16/09/2014,9,4300
2014,Rajkot,Other,17/09/2014,9,4700
2014,Rajkot,Other,18/09/2014,9,4500
2014,Rajkot,Other,19/09/2014,9,4600
2014,Rajkot,Other,20/09/2014,9,3700
2014,Rajkot,Other,21/09/2014,9,3700
2014,Rajkot,Other,22/09/2014,9,3800
2014,Rajkot,Other,23/09/2014,9,4000
2014,Rajkot,Other,24/09/2014,9,3800
2014,Rajkot,Other,25/09/2014,9,4000
2014,Rajkot,Other,26/09/2014,9,3800
2014,Rajkot,Other,27/09/2014,9,4000
2014,Rajkot,Other,28/09/2014,9,4000
2014,Rajkot,Other,29/09/2014,9,3800
2014,Rajkot,Other,30/09/2014,9,3500
2014,Rajkot,Other,01/10/2014,10,3900
2014,Rajkot,Other,02/10/2014,10,3900
2014,Rajkot,Other,03/10/2014,10,3900
2014,Rajkot,Other,04/10/2014,10,3500
2014,Rajkot,Other,05/10/2014,10,3500
2014,Rajkot,Other,06/10/2014,10,3500
2014,Rajkot,Other,07/10/2014,10,3800
2014,Rajkot,Other,08/10/2014,10,4000
2014,Rajkot,Other,09/10/2014,10,3500
2014,Rajkot,Other,10/10/2014,10,3900
2014,Rajkot,Other,11/10/2014,10,3800
2014,Rajkot,Other,12/10/2014,10,3800
2014,Rajkot,Other,13/10/2014,10,3900
2014,Rajkot,Other,14/10/2014,10,3900
2014,Rajkot,Other,15/10/2014,10,3900
2014,Rajkot,Other,16/10/2014,10,3800
2014,Rajkot,Other,17/10/2014,10,3900
2014,Rajkot,Other,18/10/2014,10,3900
2014,Rajkot,Other,19/10/2014,10,3900
2014,Rajkot,Other,20/10/2014,10,3800
2014,Rajkot,Other,21/10/2014,10,3700
2014,Rajkot,Other,22/10/2014,10,3700
2014,Rajkot,Other,23/10/2014,10,3700
2014,Rajkot,Other,24/10/2014,10,3700
2014,Rajkot,Other,25/10/2014,10,3700
2014,Rajkot,Other,26/10/2014,10,3700
2014,Rajkot,Other,27/10/2014,10,3700
2014,Rajkot,Other,28/10/2014,10,3900
2014,Rajkot,Other,29/10/2014,10,3900
2014,Rajkot,Other,30/10/2014,10,3800
2014,Rajkot,Other,31/10/2014,10,3800
2014,Rajkot,Other,01/11/2014,11,3800
2014,Rajkot,Other,02/11/2014,11,3800
2014,Rajkot,Other,03/11/2014,11,3800
2014,Rajkot,Other,04/11/2014,11,3800
2014,Rajkot,Other,05/11/2014,11,3800
2014,Rajkot,Other,06/11/2014,11,3800
2014,Rajkot,Other,07/11/2014,11,3800
2014,Rajkot,Other,08/11/2014,11,3800
2014,Rajkot,Other,09/11/2014,11,3800
2014,Rajkot,Other,10/11/2014,11,3800
2014,Rajkot,Other,11/11/2014,11,3800
2014,Rajkot,Other,12/11/2014,11,3800
2014,Rajkot,Other,13/11/2014,11,3800
2014,Rajkot,Other,14/11/2014,11,800
2014,Rajkot,Other,24/01/2014,1,5200
2015,Rajkot,Cotton (Unginned),05/02/2015,2,3900
2014,Rajkot,Other,01/01/2014,1,4800
2014,Rajkot,Other,02/01/2014,1,4800
2014,Rajkot,Other,03/01/2014,1,4800
2014,Rajkot,Other,04/01/2014,1,4800
2014,Rajkot,Other,05/01/2014,1,4800
2014,Rajkot,Other,06/01/2014,1,4800
2014,Rajkot,Other,07/01/2014,1,4900
2014,Rajkot,Other,08/01/2014,1,5000
2014,Rajkot,Other,09/01/2014,1,4900
2014,Rajkot,Other,10/01/2014,1,4900
2014,Rajkot,Other,11/01/2014,1,5100
2014,Rajkot,Other,12/01/2014,1,5100
2014,Rajkot,Other,13/01/2014,1,5100
2014,Rajkot,Other,14/01/2014,1,5100
2014,Rajkot,Other,15/01/2014,1,5200
2014,Rajkot,Other,16/01/2014,1,5200
2014,Rajkot,Other,17/01/2014,1,5200
2014,Rajkot,Other,18/01/2014,1,4800
2014,Rajkot,Other,19/01/2014,1,4800
2014,Rajkot,Other,20/01/2014,1,5300
2014,Rajkot,Other,21/01/2014,1,5000
2014,Rajkot,Other,22/01/2014,1,5100
2014,Rajkot,Other,23/01/2014,1,5200
2014,Rajkot,Other,25/01/2014,1,5000
2014,Rajkot,Other,26/01/2014,1,5000
2014,Rajkot,Other,27/01/2014,1,5100
2014,Rajkot,Other,28/01/2014,1,5200
2014,Rajkot,Other,29/01/2014,1,5400
2014,Rajkot,Other,30/01/2014,1,5100
2014,Rajkot,Other,31/01/2014,1,5200
2014,Rajkot,Other,01/02/2014,2,5300
2014,Rajkot,Other,02/02/2014,2,5300
2014,Rajkot,Other,03/02/2014,2,5100
2014,Rajkot,Other,04/02/2014,2,5200
2014,Rajkot,Other,05/02/2014,2,5100
2014,Rajkot,Other,06/02/2014,2,5200
2014,Rajkot,Other,07/02/2014,2,5200
2014,Rajkot,Other,15/11/2014,11,4000
2014,Rajkot,Other,16/11/2014,11,4000
2014,Rajkot,Other,08/02/2014,2,5200
2014,Rajkot,Other,17/11/2014,11,4000
2014,Rajkot,Other,18/11/2014,11,4000
2014,Rajkot,Other,09/02/2014,2,5200
2014,Rajkot,Other,19/11/2014,11,4000
2014,Rajkot,Other,20/11/2014,11,4000
2014,Rajkot,Other,10/02/2014,2,5400
2014,Rajkot,Other,21/11/2014,11,4000
2014,Rajkot,Other,22/11/2014,11,4100
2014,Rajkot,Other,11/02/2014,2,5300
2014,Rajkot,Other,23/11/2014,11,4100
2014,Rajkot,Other,24/11/2014,11,4100
2014,Rajkot,Other,12/02/2014,2,5100
2014,Rajkot,Other,25/11/2014,11,4000
2014,Rajkot,Other,26/11/2014,11,4100
2014,Rajkot,Other,13/02/2014,2,5200
2014,Rajkot,Other,27/11/2014,11,4000
2014,Rajkot,Other,28/11/2014,11,4000
2014,Rajkot,Other,14/02/2014,2,5100
2014,Rajkot,Other,29/11/2014,11,4000
2014,Rajkot,Other,30/11/2014,11,4000
2014,Rajkot,Other,15/02/2014,2,5100
2014,Rajkot,Other,01/12/2014,12,4000
2014,Rajkot,Other,02/12/2014,12,4000
2014,Rajkot,Other,16/02/2014,2,5100
2014,Rajkot,Other,03/12/2014,12,4000
2014,Rajkot,Other,04/12/2014,12,4100
2014,Rajkot,Other,17/02/2014,2,5100
2014,Rajkot,Other,05/12/2014,12,4000
2014,Rajkot,Other,18/02/2014,2,5100
2014,Rajkot,Other,06/12/2014,12,4000
2014,Rajkot,Other,07/12/2014,12,4000
2014,Rajkot,Other,19/02/2014,2,5100
2014,Rajkot,Other,08/12/2014,12,4100
2014,Rajkot,Other,09/12/2014,12,4100
2014,Rajkot,Other,20/02/2014,2,5100
2014,Rajkot,Other,10/12/2014,12,4100
2014,Rajkot,Other,11/12/2014,12,4100
2014,Rajkot,Other,21/02/2014,2,5000
2014,Rajkot,Other,12/12/2014,12,4200
2014,Rajkot,Other,22/02/2014,2,5100
2014,Rajkot,Other,13/12/2014,12,4200
2014,Rajkot,Other,14/12/2014,12,4200
2014,Rajkot,Other,23/02/2014,2,5100
2014,Rajkot,Other,15/12/2014,12,4200
2014,Rajkot,Other,16/12/2014,12,4200
2014,Rajkot,Other,24/02/2014,2,5100
2014,Rajkot,Other,17/12/2014,12,4100
2014,Rajkot,Other,18/12/2014,12,4100
2014,Rajkot,Other,25/02/2014,2,5200
2014,Rajkot,Other,19/12/2014,12,4100
2014,Rajkot,Other,20/12/2014,12,4200
2014,Rajkot,Other,21/12/2014,12,4200
2014,Rajkot,Other,22/12/2014,12,4200
2014,Rajkot,Other,23/12/2014,12,4200
2014,Rajkot,Other,24/12/2014,12,4200
2014,Rajkot,Other,25/12/2014,12,4200
2014,Rajkot,Other,26/12/2014,12,4100
2014,Rajkot,Other,27/12/2014,12,4200
2014,Rajkot,Other,28/12/2014,12,4200
2014,Rajkot,Other,29/12/2014,12,4100
2014,Rajkot,Other,30/12/2014,12,4100
2014,Rajkot,Other,31/12/2014,12,4100
2015,Rajkot,Other,01/01/2015,1,4100
2015,Rajkot,Other,02/01/2015,1,4100
2015,Rajkot,Other,03/01/2015,1,4100
2015,Rajkot,Other,04/01/2015,1,4100
2015,Rajkot,Other,05/01/2015,1,4100
2015,Rajkot,Other,06/01/2015,1,4100
2015,Rajkot,Other,07/01/2015,1,4100
2015,Rajkot,Other,08/01/2015,1,4100
2015,Rajkot,Other,09/01/2015,1,3900
2015,Rajkot,Other,10/01/2015,1,4000
2015,Rajkot,Other,11/01/2015,1,4000
2015,Rajkot,Other,12/01/2015,1,4100
2015,Rajkot,Other,13/01/2015,1,4000
2015,Rajkot,Other,14/01/2015,1,4000
2015,Rajkot,Other,15/01/2015,1,4000
2015,Rajkot,Other,16/01/2015,1,4000
2015,Rajkot,Other,17/01/2015,1,4000
2015,Rajkot,Other,18/01/2015,1,4000
2015,Rajkot,Other,19/01/2015,1,3900
2015,Rajkot,Other,20/01/2015,1,3800
2015,Rajkot,Other,21/01/2015,1,3900
2015,Rajkot,Other,22/01/2015,1,3900
2015,Rajkot,Other,23/01/2015,1,3800
2015,Rajkot,Other,24/01/2015,1,3800
2015,Rajkot,Other,25/01/2015,1,3800
2015,Rajkot,Other,26/01/2015,1,3800
2015,Rajkot,Other,27/01/2015,1,3800
2015,Rajkot,Other,28/01/2015,1,3800
2015,Rajkot,Other,29/01/2015,1,3900
2015,Rajkot,Other,30/01/2015,1,4000
2015,Rajkot,Other,31/01/2015,1,3800
2015,Rajkot,Other,01/02/2015,2,3800
2015,Rajkot,Other,02/02/2015,2,3900
2015,Rajkot,Other,03/02/2015,2,3900
2015,Rajkot,Other,04/02/2015,2,3900
2015,Rajkot,Other,05/02/2015,2,3900
2015,Rajkot,Other,06/02/2015,2,3800
2015,Rajkot,Other,07/02/2015,2,3800
2015,Rajkot,Other,08/02/2015,2,3800
2015,Rajkot,Other,09/02/2015,2,3800
2015,Rajkot,Other,10/02/2015,2,3800
2014,Rajkot,Other,26/02/2014,2,5200
2014,Rajkot,Other,27/02/2014,2,5200
2014,Rajkot,Other,28/02/2014,2,5100
2014,Rajkot,Other,01/03/2014,3,5000
2014,Rajkot,Other,02/03/2014,3,5000
2014,Rajkot,Other,03/03/2014,3,5100
2014,Rajkot,Other,04/03/2014,3,5100
2014,Rajkot,Other,05/03/2014,3,5000
2014,Rajkot,Other,06/03/2014,3,5000
2014,Rajkot,Other,07/03/2014,3,5000
2014,Rajkot,Other,08/03/2014,3,5300
2014,Rajkot,Other,09/03/2014,3,5300
2014,Rajkot,Other,10/03/2014,3,5300
2014,Rajkot,Other,11/03/2014,3,5300
2014,Rajkot,Other,12/03/2014,3,5200
2014,Rajkot,Other,13/03/2014,3,5100
2014,Rajkot,Other,14/03/2014,3,5100
2014,Rajkot,Other,15/03/2014,3,5100
2014,Rajkot,Other,16/03/2014,3,5100
2014,Rajkot,Other,17/03/2014,3,5100
2014,Rajkot,Other,18/03/2014,3,5100
2014,Rajkot,Other,19/03/2014,3,5100
2014,Rajkot,Other,20/03/2014,3,5100
2014,Rajkot,Other,21/03/2014,3,5100
2014,Rajkot,Other,22/03/2014,3,5100
2014,Rajkot,Other,23/03/2014,3,5100
2014,Rajkot,Other,24/03/2014,3,5000
2014,Rajkot,Other,25/03/2014,3,5000
2014,Rajkot,Other,26/03/2014,3,5000
2014,Rajkot,Other,27/03/2014,3,5000
2014,Rajkot,Other,28/03/2014,3,5000
2014,Rajkot,Other,29/03/2014,3,5000
2014,Rajkot,Other,30/03/2014,3,5000
2014,Rajkot,Other,31/03/2014,3,5000
2014,Rajkot,Other,01/04/2014,4,5000
2014,Rajkot,Other,02/04/2014,4,4900
2014,Rajkot,Other,03/04/2014,4,5000
2014,Rajkot,Other,04/04/2014,4,5000
2014,Rajkot,Other,05/04/2014,4,3600
2014,Rajkot,Other,06/04/2014,4,3600
2014,Rajkot,Other,07/04/2014,4,4800
2014,Rajkot,Other,08/04/2014,4,4800
2014,Rajkot,Other,09/04/2014,4,4800
2014,Rajkot,Other,10/04/2014,4,4800
2014,Rajkot,Other,11/04/2014,4,4800
2014,Rajkot,Other,12/04/2014,4,4900
2014,Rajkot,Other,13/04/2014,4,4900
2014,Rajkot,Other,14/04/2014,4,4900
2014,Rajkot,Other,15/04/2014,4,4900
2014,Rajkot,Other,16/04/2014,4,4900
2014,Rajkot,Other,17/04/2014,4,4900
2014,Rajkot,Other,18/04/2014,4,4900
2014,Rajkot,Other,19/04/2014,4,5000
2014,Rajkot,Other,20/04/2014,4,5000
2014,Rajkot,Other,21/04/2014,4,5000
2014,Rajkot,Other,22/04/2014,4,4900
2014,Rajkot,Other,23/04/2014,4,5100
2014,Rajkot,Other,24/04/2014,4,5000
2014,Rajkot,Other,25/04/2014,4,5200
2014,Rajkot,Other,26/04/2014,4,5000
2014,Rajkot,Other,27/04/2014,4,5000
2014,Rajkot,Other,28/04/2014,4,5200
2014,Rajkot,Other,29/04/2014,4,5200
2014,Rajkot,Other,30/04/2014,4,5200
2014,Rajkot,Other,01/05/2014,5,5100
2014,Rajkot,Other,02/05/2014,5,5400
2014,Rajkot,Other,03/05/2014,5,5300
2014,Rajkot,Other,04/05/2014,5,5300
2014,Rajkot,Other,05/05/2014,5,5300
2014,Rajkot,Other,06/05/2014,5,5300
2014,Rajkot,Other,07/05/2014,5,5300
2014,Rajkot,Other,08/05/2014,5,5100
2014,Rajkot,Other,09/05/2014,5,5100
2014,Rajkot,Other,10/05/2014,5,5100
2014,Rajkot,Other,11/05/2014,5,5100
2014,Rajkot,Other,12/05/2014,5,4900
2014,Rajkot,Other,13/05/2014,5,4900
2014,Rajkot,Other,01/01/2015,1,3900
2014,Rajkot,Other,02/01/2015,1,3900
2014,Rajkot,Other,03/01/2015,1,3900
2014,Rajkot,Other,04/01/2015,1,3900
2014,Rajkot,Other,05/01/2015,1,3900
2014,Rajkot,Other,06/01/2015,1,3900
2015,Sabarkantha,Other,20/01/2015,1,3700
2015,Sabarkantha,Other,21/01/2015,1,3700
2015,Sabarkantha,Other,22/01/2015,1,3700
2015,Sabarkantha,Other,23/01/2015,1,3600
2015,Sabarkantha,Other,24/01/2015,1,3600
2015,Sabarkantha,Other,25/01/2015,1,3600
2015,Sabarkantha,Other,26/01/2015,1,3600
2015,Sabarkantha,Other,27/01/2015,1,3500
2015,Sabarkantha,Other,28/01/2015,1,3600
2015,Sabarkantha,Other,29/01/2015,1,3500
2015,Sabarkantha,Other,30/01/2015,1,3500
2015,Sabarkantha,Other,31/01/2015,1,3500
2015,Sabarkantha,Other,01/02/2015,2,3500
2015,Sabarkantha,Other,02/02/2015,2,3800
2015,Sabarkantha,Other,03/02/2015,2,3700
2015,Sabarkantha,Other,04/02/2015,2,3700
2015,Sabarkantha,Other,05/02/2015,2,3800
2015,Sabarkantha,Other,06/02/2015,2,3800
2015,Sabarkantha,Other,07/02/2015,2,3900
2015,Sabarkantha,Other,08/02/2015,2,3900
2015,Sabarkantha,Other,09/02/2015,2,3900
2015,Sabarkantha,Other,10/02/2015,2,3800
2015,Sabarkantha,Other,19/01/2015,1,800
2014,Sabarkantha,Other,02/01/2014,1,4900
2014,Sabarkantha,Other,03/01/2014,1,4900
2014,Sabarkantha,Other,04/01/2014,1,4900
2014,Sabarkantha,Other,05/01/2014,1,4900
2014,Sabarkantha,Other,06/01/2014,1,5000
2014,Sabarkantha,Other,07/01/2014,1,5000
2014,Sabarkantha,Other,08/01/2014,1,5000
2014,Sabarkantha,Other,09/01/2014,1,5100
2014,Sabarkantha,Other,10/01/2014,1,5100
2014,Sabarkantha,Other,11/01/2014,1,5100
2014,Sabarkantha,Other,12/01/2014,1,5100
2014,Sabarkantha,Other,13/01/2014,1,5100
2014,Sabarkantha,Other,14/01/2014,1,5100
2014,Sabarkantha,Other,15/01/2014,1,5200
2014,Sabarkantha,Other,16/01/2014,1,5200
2014,Sabarkantha,Other,17/01/2014,1,5400
2014,Sabarkantha,Other,18/01/2014,1,5300
2014,Sabarkantha,Other,19/01/2014,1,5300
2014,Sabarkantha,Other,20/01/2014,1,5200
2014,Sabarkantha,Other,21/01/2014,1,5100
2014,Sabarkantha,Other,22/01/2014,1,5100
2014,Sabarkantha,Other,23/01/2014,1,5200
2014,Sabarkantha,Other,24/01/2014,1,5300
2014,Sabarkantha,Other,25/01/2014,1,5200
2014,Sabarkantha,Other,26/01/2014,1,5200
2014,Sabarkantha,Other,27/01/2014,1,5300
2014,Sabarkantha,Other,28/01/2014,1,5300
2014,Sabarkantha,Other,29/01/2014,1,5100
2014,Sabarkantha,Other,30/01/2014,1,5100
2014,Sabarkantha,Other,31/01/2014,1,5100
2014,Sabarkantha,Other,01/02/2014,2,5100
2014,Sabarkantha,Other,02/02/2014,2,5100
2014,Sabarkantha,Other,03/02/2014,2,5200
2014,Sabarkantha,Other,04/02/2014,2,5100
2014,Sabarkantha,Other,05/02/2014,2,5100
2014,Sabarkantha,Other,06/02/2014,2,5100
2014,Sabarkantha,Other,07/02/2014,2,5200
2014,Sabarkantha,Other,08/02/2014,2,5200
2014,Sabarkantha,Other,09/02/2014,2,5200
2014,Sabarkantha,Other,10/02/2014,2,5200
2014,Sabarkantha,Other,11/02/2014,2,5200
2014,Sabarkantha,Other,12/02/2014,2,5100
2014,Sabarkantha,Other,13/02/2014,2,5100
2014,Sabarkantha,Other,14/02/2014,2,5100
2014,Sabarkantha,Other,15/02/2014,2,5000
2014,Sabarkantha,Other,16/02/2014,2,5000
2014,Sabarkantha,Other,17/02/2014,2,5100
2014,Sabarkantha,Other,18/02/2014,2,5100
2014,Sabarkantha,Other,19/02/2014,2,5100
2014,Sabarkantha,Other,20/02/2014,2,5100
2014,Sabarkantha,Other,21/02/2014,2,5000
2014,Sabarkantha,Other,22/02/2014,2,5000
2014,Sabarkantha,Other,23/02/2014,2,5000
2014,Sabarkantha,Other,24/02/2014,2,5100
2014,Sabarkantha,Other,25/02/2014,2,5000
2014,Sabarkantha,Other,26/02/2014,2,5000
2014,Sabarkantha,Other,27/02/2014,2,5000
2014,Sabarkantha,Other,28/02/2014,2,4800
2014,Sabarkantha,Other,01/03/2014,3,4800
2014,Sabarkantha,Other,02/03/2014,3,4800
2014,Sabarkantha,Other,03/03/2014,3,4900
2014,Sabarkantha,Other,04/03/2014,3,4900
2014,Sabarkantha,Other,05/03/2014,3,5000
2014,Sabarkantha,Other,06/03/2014,3,4900
2014,Sabarkantha,Other,07/03/2014,3,5000
2014,Sabarkantha,Other,08/03/2014,3,5000
2014,Sabarkantha,Other,09/03/2014,3,5000
2014,Sabarkantha,Other,10/03/2014,3,5000
2014,Sabarkantha,Other,11/03/2014,3,4900
2014,Sabarkantha,Other,12/03/2014,3,4900
2014,Sabarkantha,Other,13/03/2014,3,4900
2014,Sabarkantha,Other,14/03/2014,3,5000
2014,Sabarkantha,Other,15/03/2014,3,4800
2014,Sabarkantha,Other,16/03/2014,3,4800
2014,Sabarkantha,Other,17/03/2014,3,4800
2014,Sabarkantha,Other,18/03/2014,3,4800
2014,Sabarkantha,Other,19/03/2014,3,4800
2014,Sabarkantha,Other,20/03/2014,3,4500
2014,Sabarkantha,Other,21/03/2014,3,4800
2014,Sabarkantha,Other,22/03/2014,3,4700
2014,Sabarkantha,Other,23/03/2014,3,4700
2014,Sabarkantha,Other,24/03/2014,3,4800
2014,Sabarkantha,Other,25/03/2014,3,4800
2014,Sabarkantha,Other,26/03/2014,3,4700
2014,Sabarkantha,Other,27/03/2014,3,4800
2014,Sabarkantha,Other,28/03/2014,3,5100
2014,Sabarkantha,Other,29/03/2014,3,4900
2014,Sabarkantha,Other,30/03/2014,3,4900
2014,Sabarkantha,Other,31/03/2014,3,4500
2014,Sabarkantha,Other,01/04/2014,4,4500
2014,Sabarkantha,Other,02/04/2014,4,4800
2014,Sabarkantha,Other,03/04/2014,4,4800
2014,Sabarkantha,Other,04/04/2014,4,4500
2014,Sabarkantha,Other,05/04/2014,4,4800
2014,Sabarkantha,Other,06/04/2014,4,4800
2014,Sabarkantha,Other,07/04/2014,4,4400
2014,Sabarkantha,Other,08/04/2014,4,4400
2014,Sabarkantha,Other,09/04/2014,4,4700
2014,Sabarkantha,Other,10/04/2014,4,4500
2014,Sabarkantha,Other,11/04/2014,4,4500
2014,Sabarkantha,Other,12/04/2014,4,4000
2014,Sabarkantha,Other,13/04/2014,4,4000
2014,Sabarkantha,Other,14/04/2014,4,4000
2014,Sabarkantha,Other,15/04/2014,4,4100
2014,Sabarkantha,Other,16/04/2014,4,4000
2014,Sabarkantha,Other,17/04/2014,4,4000
2014,Sabarkantha,Other,18/04/2014,4,4000
2014,Sabarkantha,Other,19/04/2014,4,4300
2014,Sabarkantha,Other,20/04/2014,4,4300
2014,Sabarkantha,Other,21/04/2014,4,4000
2014,Sabarkantha,Other,22/04/2014,4,4000
2014,Sabarkantha,Other,23/04/2014,4,4500
2014,Sabarkantha,Other,24/04/2014,4,4100
2014,Sabarkantha,Other,25/04/2014,4,4100
2014,Sabarkantha,Other,26/04/2014,4,4600
2014,Sabarkantha,Other,27/04/2014,4,4600
2014,Sabarkantha,Other,28/04/2014,4,4600
2014,Sabarkantha,Other,29/04/2014,4,4300
2014,Sabarkantha,Other,30/04/2014,4,4300
2014,Sabarkantha,Other,01/05/2014,5,4300
2014,Sabarkantha,Other,02/05/2014,5,4300
2014,Sabarkantha,Other,03/05/2014,5,4300
2014,Sabarkantha,Other,04/05/2014,5,4300
2014,Sabarkantha,Other,05/05/2014,5,4500
2014,Sabarkantha,Other,06/05/2014,5,4500
2014,Sabarkantha,Other,07/05/2014,5,4500
2014,Sabarkantha,Other,08/05/2014,5,4500
2014,Sabarkantha,Other,09/05/2014,5,4500
2014,Sabarkantha,Other,10/05/2014,5,4500
2014,Sabarkantha,Other,11/05/2014,5,4500
2014,Sabarkantha,Other,12/05/2014,5,4500
2014,Sabarkantha,Other,13/05/2014,5,4500
2014,Sabarkantha,Other,14/05/2014,5,4600
2014,Sabarkantha,Other,15/05/2014,5,4200
2014,Sabarkantha,Other,16/05/2014,5,4200
2014,Sabarkantha,Other,17/05/2014,5,4200
2014,Sabarkantha,Other,18/05/2014,5,4200
2014,Sabarkantha,Other,19/05/2014,5,4200
2014,Sabarkantha,Other,20/05/2014,5,4200
2014,Sabarkantha,Other,21/05/2014,5,4500
2014,Sabarkantha,Other,22/05/2014,5,4500
2014,Sabarkantha,Other,23/05/2014,5,4500
2014,Sabarkantha,Other,24/05/2014,5,4500
2014,Sabarkantha,Other,25/05/2014,5,4500
2014,Sabarkantha,Other,26/05/2014,5,4100
2014,Sabarkantha,Other,27/05/2014,5,4100
2014,Sabarkantha,Other,28/05/2014,5,4100
2014,Sabarkantha,Other,29/05/2014,5,4100
2014,Sabarkantha,Other,30/05/2014,5,4100
2014,Sabarkantha,Other,31/05/2014,5,4100
2014,Sabarkantha,Other,01/06/2014,6,4100
2014,Sabarkantha,Other,02/06/2014,6,4100
2014,Sabarkantha,Other,03/06/2014,6,4100
2014,Sabarkantha,Other,04/06/2014,6,4100
2014,Sabarkantha,Other,05/06/2014,6,4100
2014,Sabarkantha,Other,06/06/2014,6,4100
2014,Sabarkantha,Other,07/06/2014,6,4100
2014,Sabarkantha,Other,08/06/2014,6,4100
2014,Sabarkantha,Other,09/06/2014,6,4100
2014,Sabarkantha,Other,10/06/2014,6,4100
2014,Sabarkantha,Other,11/06/2014,6,4100
2014,Sabarkantha,Other,12/06/2014,6,4100
2014,Sabarkantha,Other,13/06/2014,6,4100
2014,Sabarkantha,Other,14/06/2014,6,4100
2014,Sabarkantha,Other,15/06/2014,6,4100
2014,Sabarkantha,Other,16/06/2014,6,4100
2014,Sabarkantha,Other,17/06/2014,6,4100
2014,Sabarkantha,Other,18/06/2014,6,4100
2014,Sabarkantha,Other,19/06/2014,6,4100
2014,Sabarkantha,Other,20/06/2014,6,4100
2014,Sabarkantha,Other,21/06/2014,6,4100
2014,Sabarkantha,Other,22/06/2014,6,4100
2014,Sabarkantha,Other,23/06/2014,6,4100
2014,Sabarkantha,Other,24/06/2014,6,4100
2014,Sabarkantha,Other,25/06/2014,6,4100
2014,Sabarkantha,Other,26/06/2014,6,4100
2014,Sabarkantha,Other,27/06/2014,6,4100
2014,Sabarkantha,Other,28/06/2014,6,4100
2014,Sabarkantha,Other,29/06/2014,6,4100
2014,Sabarkantha,Other,30/06/2014,6,4100
2014,Sabarkantha,Other,01/07/2014,7,4100
2014,Sabarkantha,Other,02/07/2014,7,4100
2014,Sabarkantha,Other,03/07/2014,7,4100
2014,Sabarkantha,Other,04/07/2014,7,4100
2014,Sabarkantha,Other,05/07/2014,7,4100
2014,Sabarkantha,Other,06/07/2014,7,4100
2014,Sabarkantha,Other,07/07/2014,7,4100
2014,Sabarkantha,Other,08/07/2014,7,4100
2014,Sabarkantha,Other,09/07/2014,7,4100
2014,Sabarkantha,Other,10/07/2014,7,4100
2014,Sabarkantha,Other,11/07/2014,7,4100
2014,Sabarkantha,Other,12/07/2014,7,4100
2014,Sabarkantha,Other,13/07/2014,7,4100
2014,Sabarkantha,Other,14/07/2014,7,4100
2014,Sabarkantha,Other,15/07/2014,7,4100
2014,Sabarkantha,Other,16/07/2014,7,4100
2014,Sabarkantha,Other,17/07/2014,7,4100
2014,Sabarkantha,Other,18/07/2014,7,4100
2014,Sabarkantha,Other,19/07/2014,7,4100
2014,Sabarkantha,Other,20/07/2014,7,4100
2014,Sabarkantha,Other,21/07/2014,7,4100
2014,Sabarkantha,Other,22/07/2014,7,4100
2014,Sabarkantha,Other,23/07/2014,7,4100
2014,Sabarkantha,Other,24/07/2014,7,4100
2014,Sabarkantha,Other,25/07/2014,7,4100
2014,Sabarkantha,Other,26/07/2014,7,4100
2014,Sabarkantha,Other,27/07/2014,7,4100
2014,Sabarkantha,Other,28/07/2014,7,4100
2014,Sabarkantha,Other,29/07/2014,7,4100
